customer_id,conversion_date,revenue_usd,last_touch_channel,last_touch_campaign,product_purchased,country
USR_00650,2024-02-08,76.74,Email,Email_Retention,Pro Plan,Germany
USR_00167,2024-02-14,103.04,TikTok,TikTok_Promo,Enterprise Plan,USA
USR_00788,2024-01-12,419.69,LinkedIn,LinkedIn_B2B,Enterprise Plan,UK
USR_00578,2024-02-02,435.12,LinkedIn,LinkedIn_B2B,Enterprise Plan,UK
USR_01624,2024-01-20,300.34,TikTok,TikTok_Promo,One-Time Purchase,Germany
USR_00596,2024-02-07,62.24,LinkedIn,LinkedIn_B2B,Basic Plan,USA
USR_01800,2024-02-14,117.39,TikTok,TikTok_Promo,Basic Plan,Canada
USR_01694,2024-01-19,168.95,Google_Search,GSearch_Brand,Enterprise Plan,Canada
USR_00202,2024-01-10,202.97,Email,Email_Promo,One-Time Purchase,USA
USR_01121,2024-02-24,73.4,Meta_Facebook,FB_Awareness,Pro Plan,Canada
USR_01356,2024-01-20,486.99,Google_Search,GSearch_Generic,Basic Plan,UK
USR_00032,2024-03-09,304.39,Google_Search,GSearch_Competitor,Enterprise Plan,India
USR_01602,2024-02-08,21.06,Organic,Organic_SEO,Enterprise Plan,Germany
USR_00683,2024-03-15,74.17,Organic,Organic_SEO,Pro Plan,India
USR_00550,2024-02-24,364.95,LinkedIn,LinkedIn_Lead,Enterprise Plan,Australia
USR_01753,2024-01-15,155.06,TikTok,TikTok_Video1,One-Time Purchase,UK
USR_00022,2024-03-26,317.16,Email,Email_Retention,One-Time Purchase,India
USR_00058,2024-02-12,250.18,Organic,Organic_Direct,Basic Plan,USA
USR_01063,2024-03-05,110.65,TikTok,TikTok_Promo,Pro Plan,USA
USR_00666,2024-02-11,137.39,Google_Search,GSearch_Generic,One-Time Purchase,Australia
USR_01488,2024-02-24,50.24,Organic,Organic_Direct,One-Time Purchase,UK
USR_00461,2024-02-12,260.68,TikTok,TikTok_Promo,Basic Plan,Germany
USR_01061,2024-03-20,187.92,Email,,Enterprise Plan,Australia
USR_01507,2024-02-09,181.33,Meta_Facebook,FB_Lookalike,Enterprise Plan,UK
USR_01655,2024-01-07,374.22,Email,Email_Promo,One-Time Purchase,Australia
USR_01648,2024-01-19,485.87,Meta_Facebook,FB_Retargeting,One-Time Purchase,India
USR_00028,2024-03-12,115.39,Google_Search,GSearch_Competitor,Enterprise Plan,Australia
USR_01362,2024-03-10,312.69,TikTok,,Enterprise Plan,India
USR_01359,2024-01-06,409.76,Organic,Organic_Direct,Basic Plan,Canada
USR_01240,2024-03-15,306.27,Meta_Facebook,FB_Awareness,One-Time Purchase,USA
USR_00560,2024-03-14,140.06,Google_Search,GSearch_Competitor,Enterprise Plan,Germany
USR_01576,2024-03-24,205.64,Meta_Facebook,FB_Awareness,One-Time Purchase,Germany
USR_00327,2024-01-30,66.96,LinkedIn,LinkedIn_B2B,Pro Plan,Australia
USR_00039,2024-01-28,214.11,Google_Search,GSearch_Brand,Pro Plan,Canada
USR_01600,2024-03-12,210.33,Organic,Organic_SEO,Pro Plan,Australia
USR_01794,2024-02-19,240.27,Meta_Facebook,FB_Awareness,Enterprise Plan,Germany
USR_00955,2024-02-28,76.61,Google_Search,GSearch_Generic,Basic Plan,USA
USR_01559,2024-02-16,157.92,Meta_Facebook,FB_Lookalike,Enterprise Plan,Australia
USR_01262,2024-03-06,111.59,TikTok,,Pro Plan,Australia
USR_00815,2024-02-27,97.37,TikTok,TikTok_Promo,One-Time Purchase,USA
USR_01420,2024-02-25,416.79,TikTok,TikTok_Promo,Pro Plan,Australia
USR_00220,2024-01-19,77.79,Email,Email_Promo,Enterprise Plan,Germany
USR_01426,2024-02-13,376.72,Google_Search,GSearch_Generic,One-Time Purchase,India
USR_01257,2024-03-25,45.8,TikTok,TikTok_Promo,One-Time Purchase,UK
USR_01211,2024-02-04,240.94,TikTok,TikTok_Video1,Basic Plan,Germany
USR_00077,2024-03-14,280.62,Meta_Facebook,FB_Lookalike,Pro Plan,USA
USR_01763,2024-03-23,259.79,Meta_Facebook,FB_Lookalike,Pro Plan,Australia
USR_01290,2024-01-18,401.09,TikTok,TikTok_Video1,Enterprise Plan,Canada
USR_01261,2024-03-05,466.23,Meta_Facebook,FB_Lookalike,Pro Plan,UK
USR_00949,2024-03-05,214.85,Google_Search,GSearch_Generic,Enterprise Plan,USA
USR_01878,2024-01-23,138.93,Meta_Facebook,FB_Lookalike,Pro Plan,Canada
USR_01110,2024-02-28,206.9,Organic,Organic_SEO,One-Time Purchase,Canada
USR_01626,2024-02-25,438.64,Meta_Facebook,FB_Awareness,Pro Plan,Australia
USR_01212,2024-01-26,90.85,Google_Search,,Basic Plan,Australia
USR_00873,2024-01-17,300.93,LinkedIn,LinkedIn_B2B,One-Time Purchase,Canada
USR_00675,2024-02-14,261.1,Organic,Organic_SEO,One-Time Purchase,UK
USR_01513,2024-02-01,399.35,Organic,Organic_SEO,Enterprise Plan,Germany
USR_01180,2024-02-01,346.34,LinkedIn,LinkedIn_B2B,Basic Plan,USA
USR_01425,2024-02-11,78.46,TikTok,TikTok_Video1,One-Time Purchase,Australia
USR_00164,2024-01-19,193.09,Organic,Organic_SEO,Pro Plan,Germany
USR_00464,2024-02-03,416.62,Google_Search,GSearch_Generic,Enterprise Plan,Australia
USR_00207,2024-02-17,413.47,Email,Email_Welcome,Pro Plan,Australia
USR_00216,2024-01-28,217.88,Email,,Enterprise Plan,UK
USR_01139,2024-01-13,420.42,Meta_Facebook,FB_Lookalike,Pro Plan,Germany
USR_01812,2024-01-30,79.97,Email,Email_Promo,Enterprise Plan,Australia
USR_01024,2024-03-07,476.81,Meta_Facebook,FB_Awareness,Basic Plan,Australia
USR_00046,2024-01-28,301.93,Google_Search,GSearch_Generic,Basic Plan,Canada
USR_01734,2024-03-18,211.65,LinkedIn,LinkedIn_Lead,Enterprise Plan,Canada
USR_01894,2024-01-07,245.95,Google_Search,GSearch_Brand,Basic Plan,India
USR_01072,2024-01-30,261.19,LinkedIn,LinkedIn_Lead,Enterprise Plan,UK
USR_00941,2024-02-08,372.26,Meta_Facebook,FB_Lookalike,Basic Plan,UK
USR_01064,2024-03-23,394.1,Meta_Facebook,FB_Retargeting,Basic Plan,Australia
USR_01518,2024-03-08,484.6,Google_Search,GSearch_Brand,Basic Plan,Canada
USR_01955,2024-02-17,397.2,Google_Search,GSearch_Generic,Basic Plan,Germany
USR_01972,2024-02-27,88.72,Google_Search,GSearch_Brand,Pro Plan,Canada
USR_00917,2024-03-18,267.75,Meta_Facebook,FB_Lookalike,Enterprise Plan,Canada
USR_00535,2024-02-28,477.33,TikTok,TikTok_Promo,Basic Plan,Canada
USR_01422,2024-01-08,426.15,Google_Search,,Enterprise Plan,UK
USR_01198,2024-03-15,313.67,Meta_Facebook,FB_Retargeting,Basic Plan,USA
USR_01396,2024-02-25,436.18,Google_Search,GSearch_Brand,Enterprise Plan,India
USR_00247,2024-01-17,72.41,TikTok,TikTok_Promo,One-Time Purchase,UK
USR_00865,2024-02-01,457.61,Meta_Facebook,FB_Lookalike,One-Time Purchase,UK
USR_01736,2024-03-06,380.23,Google_Search,GSearch_Competitor,Pro Plan,Germany
USR_00996,2024-03-11,79.59,TikTok,TikTok_Video1,Pro Plan,Germany
USR_01993,2024-01-21,165.47,Google_Search,GSearch_Competitor,Basic Plan,Canada
USR_00868,2024-01-28,112.57,LinkedIn,LinkedIn_B2B,One-Time Purchase,India
USR_01805,2024-01-25,350.26,Meta_Facebook,FB_Lookalike,Enterprise Plan,India
USR_00657,2024-03-26,397.34,Email,Email_Welcome,Pro Plan,India
USR_00888,2024-03-19,479.1,Google_Search,GSearch_Brand,Basic Plan,USA
USR_00967,2024-03-07,266.9,Google_Search,GSearch_Brand,Pro Plan,Australia
USR_00101,2024-03-30,336.06,Google_Search,GSearch_Competitor,Enterprise Plan,India
USR_01384,2024-03-05,400.92,LinkedIn,LinkedIn_B2B,One-Time Purchase,Canada
USR_01179,2024-03-05,357.03,TikTok,TikTok_Promo,Enterprise Plan,USA
USR_01078,2024-02-08,35.02,Google_Search,GSearch_Brand,Enterprise Plan,Australia
USR_00881,2024-01-22,243.63,TikTok,TikTok_Video1,Pro Plan,UK
USR_00882,2024-02-16,50.43,TikTok,TikTok_Promo,Enterprise Plan,UK
USR_01009,2024-02-27,427.54,Meta_Facebook,FB_Lookalike,Pro Plan,Australia
USR_01664,2024-02-20,251.65,Meta_Facebook,FB_Lookalike,Basic Plan,USA
USR_01701,2024-02-25,322.73,Google_Search,GSearch_Generic,Enterprise Plan,UK
USR_01120,2024-01-23,408.22,Email,Email_Promo,Enterprise Plan,UK
USR_01096,2024-01-23,95.72,Meta_Facebook,FB_Awareness,Basic Plan,UK
USR_00676,2024-03-11,369.78,Organic,Organic_Direct,One-Time Purchase,USA
USR_00243,2024-01-27,73.11,Organic,,One-Time Purchase,Germany
USR_01499,2024-03-14,139.27,Organic,Organic_SEO,Enterprise Plan,Canada
USR_00872,2024-02-07,133.14,TikTok,TikTok_Video1,Basic Plan,Canada
USR_01128,2024-02-02,378.26,Google_Search,GSearch_Brand,Pro Plan,USA
USR_00365,2024-03-06,21.69,Meta_Facebook,FB_Retargeting,Basic Plan,Germany
USR_00048,2024-03-04,312.04,Organic,Organic_SEO,Enterprise Plan,UK
USR_00413,2024-03-12,401.55,Email,Email_Welcome,Pro Plan,USA
USR_01141,2024-01-24,444.26,Email,Email_Welcome,Basic Plan,Germany
USR_01699,2024-02-26,80.61,Meta_Facebook,FB_Awareness,Enterprise Plan,Canada
USR_00753,2024-03-09,324.95,Meta_Facebook,FB_Awareness,One-Time Purchase,UK
USR_00299,2024-03-09,374.74,Meta_Facebook,FB_Retargeting,Pro Plan,Germany
USR_01341,2024-02-14,411.96,Email,Email_Retention,Basic Plan,USA
USR_01057,2024-03-03,27.83,TikTok,TikTok_Video1,One-Time Purchase,Germany
USR_00750,2024-03-16,478.78,TikTok,TikTok_Video1,One-Time Purchase,Canada
USR_00959,2024-02-06,45.87,Google_Search,GSearch_Generic,One-Time Purchase,Canada
USR_01254,2024-02-01,238.4,Email,Email_Welcome,Basic Plan,Canada
USR_00613,2024-01-24,180.11,Email,Email_Retention,Enterprise Plan,India
USR_01656,2024-02-18,128.66,Email,Email_Retention,Basic Plan,Australia
USR_00124,2024-01-21,284.8,Organic,Organic_SEO,Enterprise Plan,Australia
USR_00136,2024-03-24,107.6,Google_Search,GSearch_Brand,One-Time Purchase,Germany
USR_01782,2024-02-15,79.11,Google_Search,GSearch_Competitor,Pro Plan,Germany
USR_01764,2024-02-07,445.58,Email,Email_Promo,Basic Plan,India
USR_00691,2024-03-07,441.25,TikTok,TikTok_Promo,Basic Plan,India
USR_00591,2024-01-13,435.5,Google_Search,GSearch_Competitor,Pro Plan,Australia
USR_01433,2024-03-27,33.47,Google_Search,GSearch_Competitor,Pro Plan,UK
USR_00171,2024-02-29,248.86,Google_Search,GSearch_Competitor,Enterprise Plan,Canada
USR_01365,2024-02-08,352.42,LinkedIn,LinkedIn_Lead,One-Time Purchase,UK
USR_00754,2024-01-24,27.25,Google_Search,GSearch_Generic,Basic Plan,Australia
USR_00038,2024-01-25,43.87,Meta_Facebook,FB_Lookalike,Enterprise Plan,Canada
USR_00818,2024-02-17,44.17,Google_Search,GSearch_Generic,One-Time Purchase,Canada
USR_01054,2024-03-18,327.26,Google_Search,GSearch_Generic,Enterprise Plan,USA
USR_01608,2024-03-27,484.71,Meta_Facebook,FB_Awareness,Basic Plan,India
USR_01199,2024-02-08,425.96,Meta_Facebook,FB_Lookalike,Enterprise Plan,Canada
USR_01142,2024-02-18,107.54,Organic,,Enterprise Plan,Canada
USR_00697,2024-03-28,399.72,Google_Search,GSearch_Generic,One-Time Purchase,Australia
USR_00184,2024-02-08,369.07,Organic,,Basic Plan,India
USR_00217,2024-03-05,285.18,Meta_Facebook,FB_Retargeting,Basic Plan,USA
USR_01113,2024-02-14,449.02,Google_Search,GSearch_Generic,Pro Plan,Australia
USR_01133,2024-02-17,111.47,Google_Search,GSearch_Generic,Basic Plan,Germany
USR_01313,2024-02-24,317.84,Google_Search,GSearch_Brand,Basic Plan,UK
USR_00187,2024-02-08,90.5,Meta_Facebook,FB_Lookalike,Pro Plan,UK
USR_00165,2024-02-09,400.23,TikTok,TikTok_Video1,Basic Plan,Australia
USR_00780,2024-02-12,222.86,TikTok,TikTok_Promo,One-Time Purchase,India
USR_01390,2024-02-05,432.36,LinkedIn,LinkedIn_B2B,One-Time Purchase,Germany
USR_01605,2024-02-12,407.74,Organic,Organic_Direct,Basic Plan,Canada
USR_01575,2024-03-12,440.05,Meta_Facebook,FB_Lookalike,One-Time Purchase,India
USR_01840,2024-02-15,45.44,Organic,Organic_Direct,Enterprise Plan,Canada
USR_01004,2024-02-01,361.54,Meta_Facebook,FB_Awareness,Enterprise Plan,India
USR_01729,2024-01-29,65.84,Meta_Facebook,FB_Retargeting,Pro Plan,USA
USR_01822,2024-03-19,370.41,Email,Email_Retention,Basic Plan,Canada
USR_01773,2024-03-22,66.68,Google_Search,GSearch_Competitor,Enterprise Plan,Canada
USR_00409,2024-02-08,39.54,Email,Email_Welcome,Basic Plan,UK
USR_00557,2024-03-22,457.87,Organic,Organic_SEO,Pro Plan,UK
USR_01048,2024-03-13,68.6,Organic,,Pro Plan,Canada
USR_00114,2024-01-15,434.82,Email,Email_Welcome,One-Time Purchase,India
USR_01146,2024-03-13,453.08,LinkedIn,LinkedIn_Lead,Enterprise Plan,USA
USR_01587,2024-01-28,159.35,Meta_Facebook,FB_Lookalike,Basic Plan,India
USR_01835,2024-01-13,467.14,LinkedIn,LinkedIn_Lead,Basic Plan,UK
USR_00240,2024-01-16,415.35,Meta_Facebook,FB_Retargeting,Basic Plan,USA
USR_01429,2024-03-14,371.37,Google_Search,GSearch_Brand,Pro Plan,Germany
USR_00517,2024-01-06,278.97,Organic,Organic_SEO,Pro Plan,UK
USR_01260,2024-02-24,103.76,LinkedIn,LinkedIn_B2B,Pro Plan,Australia
USR_00827,2024-03-11,427.78,TikTok,TikTok_Promo,One-Time Purchase,Australia
USR_00843,2024-01-31,175.45,Google_Search,GSearch_Generic,Basic Plan,Canada
USR_00928,2024-02-19,485.25,TikTok,TikTok_Promo,Enterprise Plan,UK
USR_00767,2024-01-10,265.15,TikTok,TikTok_Video1,Enterprise Plan,Germany
USR_00939,2024-02-12,481.19,TikTok,TikTok_Promo,Pro Plan,India
USR_01350,2024-01-10,199.91,Meta_Facebook,FB_Retargeting,One-Time Purchase,UK
USR_00206,2024-01-30,69.8,Meta_Facebook,FB_Lookalike,Pro Plan,Australia
USR_01880,2024-02-25,141.39,Organic,Organic_SEO,Enterprise Plan,Canada
USR_01778,2024-03-07,142.4,Google_Search,GSearch_Competitor,Pro Plan,India
USR_01171,2024-02-28,333.04,Meta_Facebook,FB_Lookalike,Enterprise Plan,UK
USR_00649,2024-02-26,431.63,Meta_Facebook,FB_Awareness,Enterprise Plan,UK
USR_00595,2024-03-24,332.49,LinkedIn,LinkedIn_B2B,Basic Plan,Canada
USR_00050,2024-03-14,408.36,Meta_Facebook,FB_Retargeting,Pro Plan,India
USR_00288,2024-03-22,411.94,Organic,Organic_SEO,One-Time Purchase,India
USR_00394,2024-01-09,334.7,Meta_Facebook,FB_Awareness,Enterprise Plan,Canada
USR_00193,2024-03-13,333.73,TikTok,TikTok_Promo,Pro Plan,Australia
USR_01910,2024-01-27,26.28,Google_Search,GSearch_Generic,Basic Plan,India
USR_00412,2024-02-01,139.97,Organic,Organic_SEO,One-Time Purchase,Australia
USR_01885,2024-01-18,35.16,Organic,Organic_Direct,Basic Plan,Australia
USR_01500,2024-01-19,308.23,Meta_Facebook,FB_Retargeting,Basic Plan,Canada
USR_00589,2024-02-14,382.74,Email,Email_Welcome,One-Time Purchase,Australia
USR_00378,2024-01-20,74.02,Organic,Organic_Direct,Basic Plan,UK
USR_01406,2024-02-09,21.57,Google_Search,GSearch_Competitor,Enterprise Plan,UK
USR_00789,2024-01-16,397.95,Google_Search,GSearch_Brand,Enterprise Plan,UK
USR_01148,2024-01-19,391.85,Google_Search,GSearch_Generic,Pro Plan,UK
USR_00403,2024-02-11,245.56,Meta_Facebook,FB_Lookalike,Basic Plan,Canada
USR_01256,2024-02-23,290.16,Google_Search,GSearch_Generic,Enterprise Plan,India
USR_01340,2024-03-21,23.63,TikTok,TikTok_Video1,Enterprise Plan,UK
USR_01596,2024-03-03,349.41,Organic,Organic_Direct,Pro Plan,Germany
USR_01375,2024-01-13,451.23,Meta_Facebook,FB_Awareness,Pro Plan,India
USR_00784,2024-01-13,183.89,Google_Search,GSearch_Competitor,Basic Plan,UK
USR_01204,2024-03-05,102.86,Google_Search,GSearch_Generic,Basic Plan,India
USR_01267,2024-01-10,275.9,TikTok,TikTok_Video1,One-Time Purchase,Canada
USR_00705,2024-03-17,163.22,Meta_Facebook,FB_Lookalike,Basic Plan,UK
USR_00946,2024-01-19,239.77,Meta_Facebook,FB_Lookalike,One-Time Purchase,USA
USR_00195,2024-02-10,105.8,Google_Search,GSearch_Competitor,Enterprise Plan,UK
USR_00451,2024-02-01,398.74,TikTok,TikTok_Promo,Pro Plan,India
USR_01666,2024-02-21,290.57,TikTok,TikTok_Video1,Enterprise Plan,UK
USR_01301,2024-01-24,288.1,Google_Search,GSearch_Generic,Basic Plan,Canada
USR_01299,2024-03-12,116.39,Meta_Facebook,FB_Awareness,One-Time Purchase,Germany
USR_01253,2024-02-12,428.55,Meta_Facebook,,Basic Plan,USA
USR_01678,2024-02-13,479.57,Meta_Facebook,FB_Retargeting,One-Time Purchase,USA
USR_01969,2024-03-23,66.76,Google_Search,GSearch_Generic,Pro Plan,UK
USR_00951,2024-03-11,409.11,Email,Email_Promo,One-Time Purchase,Canada
USR_00045,2024-01-14,431.86,Meta_Facebook,,Pro Plan,USA
USR_00094,2024-02-07,470.89,Google_Search,GSearch_Brand,Enterprise Plan,India
USR_00218,2024-02-13,496.44,Google_Search,GSearch_Generic,Basic Plan,Canada
USR_00866,2024-01-22,295.81,Meta_Facebook,FB_Lookalike,Basic Plan,Canada
USR_01913,2024-02-25,257.54,Email,Email_Retention,One-Time Purchase,Germany
USR_00599,2024-03-08,129.11,TikTok,TikTok_Video1,One-Time Purchase,Australia
USR_00712,2024-02-01,277.48,LinkedIn,LinkedIn_Lead,Basic Plan,India
USR_00135,2024-01-23,484.83,LinkedIn,LinkedIn_B2B,Pro Plan,India
USR_01282,2024-01-12,380.34,Organic,Organic_SEO,One-Time Purchase,Germany
USR_01810,2024-01-18,35.42,Meta_Facebook,FB_Awareness,Enterprise Plan,UK
USR_00345,2024-03-16,335.97,LinkedIn,,One-Time Purchase,India
USR_01739,2024-01-10,89.17,Google_Search,GSearch_Competitor,Pro Plan,Canada
USR_00555,2024-03-24,456.29,LinkedIn,LinkedIn_B2B,One-Time Purchase,Australia
USR_01291,2024-02-14,499.0,Meta_Facebook,FB_Awareness,One-Time Purchase,Canada
USR_00128,2024-03-01,82.87,Meta_Facebook,FB_Lookalike,Enterprise Plan,UK
USR_00357,2024-03-24,208.32,Google_Search,GSearch_Competitor,Basic Plan,Germany
USR_00453,2024-01-07,104.49,Organic,Organic_SEO,One-Time Purchase,USA
USR_01851,2024-03-06,422.79,Google_Search,GSearch_Competitor,Pro Plan,Australia
USR_01557,2024-03-13,193.17,Google_Search,GSearch_Brand,Basic Plan,USA
USR_00912,2024-03-09,213.47,Google_Search,GSearch_Competitor,One-Time Purchase,USA
USR_01939,2024-03-28,204.53,Email,Email_Promo,One-Time Purchase,Australia
USR_01098,2024-03-22,388.79,TikTok,TikTok_Promo,Pro Plan,Germany
USR_01258,2024-01-28,147.25,TikTok,TikTok_Video1,Basic Plan,Canada
USR_01387,2024-03-14,101.66,TikTok,TikTok_Promo,Enterprise Plan,Canada
USR_00388,2024-01-13,159.79,Email,Email_Promo,One-Time Purchase,India
USR_00091,2024-03-21,334.09,Google_Search,,One-Time Purchase,Australia
USR_00416,2024-02-09,295.69,Google_Search,GSearch_Generic,Pro Plan,USA
USR_01101,2024-02-02,319.28,Google_Search,GSearch_Generic,Pro Plan,USA
USR_00237,2024-03-22,35.15,Meta_Facebook,FB_Lookalike,Enterprise Plan,UK
USR_00606,2024-02-09,65.58,TikTok,TikTok_Video1,Enterprise Plan,USA
USR_01497,2024-02-02,479.62,LinkedIn,,Enterprise Plan,Germany
USR_00954,2024-02-28,437.61,Email,Email_Promo,Basic Plan,UK
USR_01985,2024-02-08,219.05,LinkedIn,LinkedIn_Lead,Enterprise Plan,India
USR_00106,2024-01-19,348.8,Google_Search,GSearch_Generic,Enterprise Plan,India
USR_00564,2024-01-10,467.24,Meta_Facebook,FB_Awareness,Basic Plan,Germany
USR_00006,2024-03-12,336.87,Meta_Facebook,FB_Awareness,One-Time Purchase,UK
USR_01176,2024-03-16,253.72,LinkedIn,LinkedIn_B2B,Basic Plan,India
USR_00812,2024-02-19,125.09,Meta_Facebook,FB_Retargeting,Basic Plan,UK
